id,route,departure,destination,icao_location,classification,selection_code,text,criticality,score,reason
NOTAM_1_34829998,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"QXXXX THIS NOTAM REVISES NOTAM A0379/09. NO PROCEDURAL CHANGES HAVE BEEN MADE. IT HAS BEEN EDITED FOR BREVITY.  WESTBOUND OCEANIC FLIGHT CLEARANCE PROCEDURES.  DUE TO REGIONAL AIR TRAFFIC CONTROL  AUTOMATION SYSTEM COMPATIBLY  PROBLEMS THE FOLLOWING MODIFICATION WERE MADE TO WESTBOUND OCEANIC  FLIGHT CLEARANCE AND RECLEARANCE PROCEDURES IN THE NORTH ATLANTIC  REGION ON MAY 11, 2009. THESE PROCEDURES ARE ONLY APPLIED WITHIN THE  SHANWICK, GANDER, AND NEW YORK AREA CONTROL CENTERS AND CONTINUE IN  FORCE AS FOLLOWS: AIRCRAFT THAT WILL PROCEED SOUTH OF LATITUDE 39 NORTH AND WEST OF    LONGITUDE 67 WEST WILL BE CLEARED TO THE FIRST NAMED FIX IN THE    NEW YORK OCA THAT IS SPECIFIED IN THE AIRCRAFT'S FILED FLIGHT   PLAN, FOLLOWED BY THE PHRASEOLOGY - VIA FLIGHT PLANNED ROUTE TO    DESTINATION. AIRCRAFT THAT WILL PROCEED SOUTH OF LATITUDE 20 NORTH AND EAST OF    LONGITUDE 60 WEST  WILL BE CLEARED TO THE LAST SET OF COORDINATES    SPECIFIED IN THE AIRCRAFT'S FILED FLIGHT PLAN PRIOR TO LATITUDE   20 NORTH FOLLOWED BY THE PHRASEOLOGY - VIA FLIGHT PLANNED ROUTE    TO DESTINATION.  END PART 1 OF 2 AIRCRAFT THAT HAVE BEEN TAKEN OFF THEIR FLIGHT PLANNED ROUTE WILL    BE RECLEARED TO A FIX SPECIFIED IN THE AIRCRAFT'S FILED FLIGHT    PLAN FOLLOWED BY THE PHRASEOLOGY   VIA FLIGHT PLANNED ROUTE TO    DESTINATION.  IT IS IMPERATIVE THAT OPERATORS FILE FLIGHT PLANS (FPL) AND FLIGHT  PLAN CHANGE (CHG) MESSAGES THROUGH THE NEW YORK OCEANIC CTA/FIR USE  THE ADDRESS KZWYZOZX. IT MUST BE NOTED THAT THE NEW YORK OCEANIC  ADDRESS IS SEPARATE FROM THE NEW YORK DOMESTIC ADDRESS (KZNYZRZX).  OPERATORS MAY FORWARD QUESTIONS TO:    SHANWICK ACC, FINLAY SMITH, ( FINLAY.SMITH@NATS.CO.UK ),    00-44-1292-692663    GANDER ACC, ROBERT FLEMING, ( FLEMINR@NAVCANADA.CA ),    (001)-709-651-5233    NEW YORK ACC, PETER EHRLEIN, ( PETER.C.EHRLEIN@FAA.GOV ),    (001)-631-468-1021",INFO,5,Oceanic clearance procedures not applicable to domestic KOKC-KJFK flight.
NOTAM_1_34830003,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"QXXXX WHENEVER AN EASTBOUND NORTH ATLANTIC TRACK IS PUBLISHED THAT ORIGINATES AT JAROM OR TALGO, AIRCRAFT TRANSITIONING THE NEW YORK  OCEANIC CTA AND PLANNING TO JOIN THE JAROM/TALGO TRACK MUST FILE A  ROUTE FROM A POINT 42N OR SOUTH DIRECT TO 44N050W. FOR EXAMPLE, NORTH ATLANTIC TRACK (NAT) X-RAY IS PUBLISHED VIA JAROM  TALGO 44N050W 46N040W 48N030W 50N020W SOMAX ATSUR. THE FOLLOWING  ROUTES WOULD BE FILED TO JOIN NATX: 1. AN AIRCRAFT WISHES TO JOIN NATX FROM M201. THE CORRECT ROUTE TO  FILE IN THE NEW YORK CTA IS M201 DRYED 41N060W 44N050W NATX.  2. AN AIRCRAFT WISHES TO JOIN NATX FROM M202. THE CORRECT ROUTE TO  FILE IN THE NEW YORK CTA IS M202 MUNEY 41N060W 44N050W NATX. 3. AN AIRCRAFT WISHES TO JOIN NATX FROM M203. THE CORRECT ROUTE TO  FILE IN THE NEW YORK CTA IS M203 SELIM 40N060W 44N050W NATX.",INFO,5,North Atlantic routing procedures not applicable to domestic KOKC-KJFK flight.
NOTAM_1_72162845,OKC_JFK,KOKC,KJFK,None,FDC,None,"IAP POTOMAC AIRPARK, BERKELEY SPRINGS, WV. RNAV (GPS) RWY 11, AMDT 1A... RNAV (GPS) RWY 29, AMDT 1A... PROCEDURE NA. 2404181523-2604201523EST",INFO,5,IAP procedure changes at W35 not relevant to KOKC-KJFK route.
NOTAM_1_72499825,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"ROUTE ZNY. V423 WILLIAMSPORT (FQM) VOR/DME, PA TO BINGHAMTON (CFB) VOR/DME, NY MOCA 4300. 2405282100-2605282100EST",MEDIUM,45,MOCA change on V423 airway affects minimum altitude requirements for navigation safety.
NOTAM_1_72566723,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY ROUTE ZNY. V423 WILLIAMSPORT (FQM) VOR/DME, PA TO BINGHAMTON (CFB) VOR/DME, NY MOCA 4300.",MEDIUM,50,MOCA change on V423 affects minimum altitude requirements for IFR navigation.
NOTAM_1_72577993,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"PA..ROUTE ZNY. V116 GUYED, PA TO LACIE, PA NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. SFK VOR/DME R-106 UNUSUABLE BEYOND 40 NM. 2405301916-2605301916EST",MEDIUM,65,Route restriction affects V116 navigation capability requiring GPS equipment.
NOTAM_1_72591882,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY PA..ROUTE ZNY. V116 GUYED, PA TO LACIE, PA NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. SFK VOR/DME R-106 UNUSUABLE BEYOND 40 NM.",MEDIUM,65,V116 route restriction and VOR unusability may affect navigation options.
NOTAM_1_73121272,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"NY..ROUTE ZNY ZBW. V139, V268 HAMPTON (HTO) VORTAC, NY R-236 TO MANTA INT, NJ NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. HTO VOR R-236 UNUSABLE. 2407221858-2607251856EST",HIGH,85,VOR radial unusable on published airway affecting RNAV navigation requirements
NOTAM_1_73121308,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY NY..ROUTE ZNY ZBW. V139, V268 HAMPTON (HTO) VORTAC, NY R-236 TO MANTA INT, NJ NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. HTO VOR R-236 UNUSABLE.",HIGH,85,VOR radial unusable on published airway affecting RNAV navigation requirements
NOTAM_1_75676312,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"ROUTE ZNY. V210 SPERY, PA MCA 3500 EASTBOUND. 2502181920-2709301920EST",HIGH,85,MCA change on V210 airway affects minimum altitude requirements for eastbound flight.
NOTAM_1_75676325,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"ROUTE ZNY ZDC. V210 SPERY, PA TO YARDLEY (ARD) VOR/DME, PA DISREGARD MOCA. MEA 3500. 2502181920-2709301920EST",HIGH,85,MEA change on V210 route directly affects flight altitude requirements and safety.
NOTAM_1_75676398,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY ROUTE ZNY. V210 SPERY, PA MCA 3500 EASTBOUND.",MEDIUM,55,MCA change on V210 affects minimum altitude requirements for eastbound traffic.
NOTAM_1_75676400,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY ROUTE ZNY ZDC. V210 SPERY, PA TO YARDLEY (ARD) VOR/DME, PA DISREGARD MOCA. MEA 3500.",HIGH,85,MEA change on V210 route segment directly affects flight altitude requirements.
NOTAM_1_75766799,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"NY..ROUTE ZNY. V374 BINGHAMTON (CFB) VOR/DME, NY TO GAYEL, NY GNSS 4700 MOCA 4700. 2502241653-2702281653EST",MEDIUM,45,MOCA change on V374 airway affects minimum altitude requirements for navigation safety.
NOTAM_1_75766815,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"NY..ROUTE ZNY ZBW. V3, V405, V419 FALLZ, NJ TO CARMEL (CMK) VOR/DME, NY NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. CMK VOR R-255 UNUSABLE. 2502241653-2702281653EST",HIGH,85,Route restrictions and VOR unusability directly affect navigation on flight path.
NOTAM_1_75766817,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"NY..ROUTE ZNY ZBW. V188 NYACK, NY TO CARMEL (CMK) VOR/DME, NY NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. CMK VOR R-255 UNUSABLE. 2502241653-2702281653EST",MEDIUM,55,Route restriction affects V188 airway potentially used on KOKC-KJFK flight path.
NOTAM_1_75766821,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"NY..ROUTE ZNY ZBW. V374, V39 VOLLU, NY TO CARMEL (CMK) VOR/DME, NY MEA 6500 EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. V39 SPARTA (SAX) VORTAC, NJ TO VOLLU, NY MEA 6500 EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. CMK VOR R-266 UNUSABLE , SAX VTAC R-084 UNUSABLE BELOW 6500. 2502241653-2702281653EST",HIGH,85,MEA changes on airways V374/V39 directly affect route navigation and altitude requirements.
NOTAM_1_75766919,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY NY..ROUTE ZNY ZBW. V3, V405, V419 FALLZ, NJ TO CARMEL (CMK) VOR/DME, NY NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. CMK VOR R-255 UNUSABLE.",HIGH,85,Route restrictions and VOR unusability directly affect navigation on KOKC-KJFK flight path.
NOTAM_1_75766920,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY NY..ROUTE ZNY ZBW. V188 NYACK, NY TO CARMEL (CMK) VOR/DME, NY NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. CMK VOR R-255 UNUSABLE.",HIGH,85,Route V188 restriction and CMK VOR radial unusable affects navigation on flight path.
NOTAM_1_75766928,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY NY..ROUTE ZNY ZBW. V374, V39 VOLLU, NY TO CARMEL (CMK) VOR/DME, NY MEA 6500 EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. V39 SPARTA (SAX) VORTAC, NJ TO VOLLU, NY MEA 6500 EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. CMK VOR R-266 UNUSABLE , SAX VTAC R-084 UNUSABLE BELOW 6500.",HIGH,85,MEA changes and VOR radial restrictions directly affect route navigation safety.
NOTAM_1_75766929,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY NY..ROUTE ZNY. V374 BINGHAMTON (CFB) VOR/DME, NY TO GAYEL, NY GNSS 4700 MOCA 4700.",MEDIUM,45,Route altitude change on V374 may affect flight planning and navigation.
NOTAM_1_76956880,OKC_JFK,KOKC,KJFK,KZNY,INTL,None,"ATTENTION ALL FLIGHT OPERATORS: FLIGHTS THAT EXPERIENCE OR SUSPECT GNSS INTERFERENCE ENROUTE TO THE NEW YORK OCEANIC ENTRY POINT MUST NOTIFY NEW YORK ATC. NOTIFICATION SHOULD BE VIA CPDLC, NY RADIO, OR SATCOM, CONFIRMING DEGRADATION OF NAVIGATION STATUS AND DETAILS OF ONGOING LOSS/IMPACTS TO THE AIRCRAFT SYSTEMS AND CAPABILITIES.  EXAMPLES OF NOTIFICATION: GNSS INTERFERENCE RNP10 ONLY NO DATA LINK DEGRADED NAVIGATION NO GNSS  IN ADDITION, AIRLINE DISPATCHERS CAN DIRECTLY INFORM THE NEW YORK OCEANIC SUPERVISOR TO MAKE THEM AWARE WHEN ONE OF THEIR FLIGHTS HAS BEEN IMPACTED BY GNSS INTERFERENCE BY CONTACTING 631-468-1495",MEDIUM,55,GNSS interference reporting requirement for oceanic operations affects navigation procedures.
NOTAM_1_77258554,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"ROUTE ZNY ZDC. T287 FLAT ROCK (FAK) VORTAC, VA TO GORDONSVILLE (GVE) VORTAC, VA MEA 2800. T287 REEES, PA TO TOMYD, MD MOCA 3800. T287 TOMYD, MD TO HAMRR, MD GNSS MEA 2800. T287 CAARY, VA MCA 5400 NORTHBOUND. T287 DENNN, VA TO CAARY, VA MOCA 4100. T287 WILMY, VA TO KAIJE, VA DISREGARD MOCA. T287 BAMMY, WV TO REEES, PA DISREGARD MOCA. 2507101413-2707101413EST",HIGH,85,MEA and MOCA changes on T287 route directly affect flight altitude requirements and safety.
NOTAM_1_77258593,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY ROUTE ZNY ZDC. T287 FLAT ROCK (FAK) VORTAC, VA TO GORDONSVILLE (GVE) VORTAC, VA MEA 2800. T287 REEES, PA TO TOMYD, MD MOCA 3800. T287 TOMYD, MD TO HAMRR, MD GNSS MEA 2800. T287 CAARY, VA MCA 5400 NORTHBOUND. T287 DENNN, VA TO CAARY, VA MOCA 4100. T287 WILMY, VA TO KAIJE, VA DISREGARD MOCA. T287 BAMMY, WV TO REEES, PA DISREGARD MOCA.",HIGH,85,MEA and MOCA changes on T287 route directly affect minimum safe altitudes for flight operations.
NOTAM_1_77663359,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"PA..ROUTE ZNY. T221 ALLENTOWN (FJC) VORTAC, PA TO LAAYK, PA GNSS MEA 4700. 2508181523-2708181523EST",HIGH,85,MEA change on T221 route affects minimum safe altitude for flight operations.
NOTAM_1_77663721,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY PA..ROUTE ZNY. T221 ALLENTOWN (FJC) VORTAC, PA TO LAAYK, PA GNSS MEA 4700.",HIGH,85,MEA change on T221 route affects minimum safe altitude requirements.
NOTAM_1_77814521,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"PA..ROUTE ZNY. V116 STONYFORK (SFK) VOR/DME, PA TO WILKES-BARRE (LVZ) VORTAC, PA MEA 4900. 2509022004-2709022004EST",HIGH,85,MEA change on V116 airway affects minimum safe altitude for enroute navigation.
NOTAM_1_77814595,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY PA..ROUTE ZNY. V116 STONYFORK (SFK) VOR/DME, PA TO WILKES-BARRE (LVZ) VORTAC, PA MEA 4900.",HIGH,85,MEA change on V116 airway affects minimum safe altitude requirements for flight operations.
NOTAM_1_78187404,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"ROUTE ZNY ZBW. V16 KEEPM, NY TO CREAM, NY NA. CCC VOR R-274 AND R-057 UNUSABLE. 2510081359-2710081359EST",HIGH,85,Route V16 and CCC VOR radials unusable affects navigation on KOKC-KJFK route.
NOTAM_1_78187426,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY ROUTE ZNY ZBW. V16 KEEPM, NY TO CREAM, NY NA. CCC VOR R-274 AND R-057 UNUSABLE.",HIGH,85,Victor airway V16 not available and VOR radials unusable affecting enroute navigation.
NOTAM_1_78290211,OKC_JFK,KOKC,KJFK,KZNY,FDC,QXXXX,"NY..AIRSPACE NEW YORK, NY..TEMPORARY  FLIGHT RESTRICTIONS.         OCTOBER 20 , 2025-OCTOBER 20 2026 LOCAL.  PURSUANT TO 49 USC  40103(B)(3), THE FEDERAL AVIATION ADMINISTRATION (FAA) CLASSIFIES  THE AIRSPACE DEFINED IN THIS NOTAM AS 'NTL DEFENSE AIRSPACE'.  PILOTS WHO DO NOT ADHERE TO THE FOLLOWING PROC MAY BE INTERCEPTED,  DETAINED AND INTERVIEWED BY LAW ENFORCEMENT/SECURITY PERSONNEL.  ANY OF THE FOLLOWING ADDITIONAL ACTIONS MAY ALSO BE TAKEN AGAINST  A PILOT WHO DOES NOT COMPLY WITH THE RQMNTS OR  ANY SPECIAL  INSTRUCTIONS OR PROC ANNOUNCED IN THIS NOTAM:  A) THE FAA MAY TAKE ADMINISTRATIVE ACTION, INCLUDING IMPOSING CIVIL  PENALTIES AND THE SUSPENSION OR REVOCATION OF AIRMEN CERTIFICATES;  OR   B) THE UNITED STATES GOVERNMENT MAY PURSUE CRIMINAL CHARGES,  INCLUDING CHARGES UNDER 49 USC SECTION 46307; OR   C) THE UNITED STATES GOVERNMENT MAY USE DEADLY FORCE AGAINST THE  AIRBORNE ACFT, IF IT IS DETERMINED THAT THE ACFT POSES AN IMMINENT  SECURITY THREAT.    PURSUANT TO 14 CFR 99.7, SPECIAL SECURITY INSTRUCTIONS, ALL ACFT  FLT OPS ARE PROHIBITED: WI AN AREA DEFINED AS 404553N0735711W END PART 1 OF 3 NY..AIRSPACE NEW YORK, NY..TEMPORARY  FLIGHT (LGA266004) THEN COUNTERCLOCKWISE ON A 1 NM ARC CENTERED ON  404546N0735830W  (LGA127003) TO 404448N0735809W (LGA256005.1) TO  THE POINT OF ORIGIN SFC-1000FT AGL   EFFECTIVE 2510201200 UTC (0800 LOCAL 10/20/25) UNTIL 2610201200 UTC  (0800 LOCAL 10/20/26).       EXC AS SPECIFIED BLW AND/OR UNLESS AUTH BY ATC:    1. ALL ACFT ENTERING OR EXITING THE TFR MUST BE ON       AN ACT IFR PLN WITH A DISCRETE CODE ASSIGNED BY AN       AIR TFC CTL (ATC) FAC.    2. ACFT MUST BE SQUAWKING THE DISCRETE CODE PRIOR       TO DEP AND AT ALL TIMES WHILE IN THE TFR.    3. ALL ACFT ENTERING OR EXITING THE TFR MUST       REMAIN IN TWO - WAY RADIO COM WITH ATC.    4. UAS OPR WHO DO NOT COMPLY WITH APPLICABLE       AIRSPACE RESTRICTIONS ARE WARNED THAT PURSUANT TO       10 U.S.C.SECTION 130I AND THE PRESIDENTIAL THREAT END PART 2 OF 3 NY..AIRSPACE NEW YORK, NY..TEMPORARY  FLIGHT       PROTECTION ACT, THE DEPARTMENT OF WAR (DOW)), THE       DEPARTMENT OF HOMELAND SECURITY(DHS) OR THE       DEPARTMENT OF JUSTICE(DOJ) MAY TAKE SECURITY       ACTION THAT RESULTS IN THE INTERFERENCE,       DISRUPTION, SEIZURE, DAMAGING, OR DESTRUCTION OF       UNMANNED ACFT DEEMED TO POSE A CREDIBLE SAFETY OR       SECURITY THREAT TO PROTECTED PERSONNEL, FAC, OR       ASSETS.    5. THE SYSTEM OPS SUPPORT CENTER (SOSC), IS THE       CDN FAC FOR OPR ACCESS AND IS AVBL DLY FM       0600-2359 EASTERN, TEL 202-267-8276 FOR CDN.    6. THE FAA RECOMMENDS THAT ALL ACFT OPR CK NOTAMS       FREQUENTLY FOR POSSIBLE CHANGES TO THIS TFR PRIOR       TO OPS WI THIS REGION. OPR MAY REVIEW THE TFR       DETAILS ON THE INTERNET AT HTTPS://TFR.FAA.GOV/ OR       HTTPS://WWW.1800WXBRIEF.COM. IF QUESTIONS REMAIN,       CTC FSS, TEL 800-992-7433. END PART 3 OF 3",HIGH,95,National Defense Airspace TFR near NYC affects arrival routing with severe enforcement consequences.
NOTAM_1_78393365,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"NY..ROUTE ZNY. V29 SCOFF, PA TO BINGHAMTON (CFB) VOR/DME, NY MEA 3800. 2510282033-2710302032EST",HIGH,85,MEA change on V29 airway affects minimum safe altitude requirements for flight operations.
NOTAM_1_78393389,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY NY..ROUTE ZNY. V29 SCOFF, PA TO BINGHAMTON (CFB) VOR/DME, NY MEA 3800.",HIGH,85,MEA change on V29 route segment affects minimum altitude requirements for flight operations.
NOTAM_1_78414406,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"PA..ROUTE ZNY. J220 MICAH, PA TO COP NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. AML VDME R-009 UNUSABLE BEYOND 74 NM. 2510301337-2710311337EST",MEDIUM,65,Route restriction on J220 affects RNAV navigation capabilities in ZNY airspace.
NOTAM_1_78414452,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY PA..ROUTE ZNY. J220 MICAH, PA TO COP NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. AML VDME R-009 UNUSABLE BEYOND 74 NM.",MEDIUM,65,Route restriction on J220 affects navigation options for RNAV-equipped aircraft.
NOTAM_1_78876600,OKC_JFK,KOKC,KJFK,KAOO,FDC,None,"IAP ALTOONA/BLAIR COUNTY, ALTOONA, PA. RNAV (GPS) Y RWY 3, AMDT 1C... DELETE NOTE: CHART CIRCLING ICON. CHART NOTE: CIRCLING NA FOR CATS C,D NW OF RWYS 12 AND 21. CHANGE NOTE TO READ: VDP NA WHEN USING HMZ ALTIMETER SETTING. CHANGE NOTE TO READ: WHEN LOCAL ALTIMETER SETTING NOT RECEIVED, USE HMZ ALTIMETER SETTING; INCREASE ALL MDA 100 FEET. INCREASE LNAV AND LP CATS C/D VISIBILITIES 3/8 SM AND CIRCLING CAT A 1/4 SM. THIS IS RNAV (GPS) Y RWY 3, AMDT 1D.",LOW,25,Chart amendment at KAOO affects approach procedures but not on flight route.
NOTAM_1_78903329,OKC_JFK,KOKC,KJFK,KAOO,DOM,None,RWY 03 RWY END ID LGT U/S,LOW,25,"Runway end identifier lights outage at alternate airport, minimal operational impact."
NOTAM_1_78903478,OKC_JFK,KOKC,KJFK,KAOO,INTL,QLIAS,AOO RWY 03 RWY END ID LGT U/S,INFO,5,"Runway end identifier light outage at AOO, not on flight route KOKC-KJFK."
NOTAM_1_79151125,OKC_JFK,KOKC,KJFK,KZNY,FDC,QXXXX,"AIRSPACE ADS-B, AUTO DEPENDENT SURVEILLANCE REBROADCAST (ADS-R), TFC INFO SERVICE BCST (TIS-B), FLT INFO SERVICE BCST (FIS-B) SERVICES MAY NOT BE AVBL WI AN AREA DEFINED AS 61NM RADIUS OF 400515N0770050W. AP AIRSPACE AFFECTED MAY INCLUDE 8N8, 9D4, BWI, CXY, HGR, RDG, RVL, THV, N68, W35. 1000FT-2000FT.",MEDIUM,45,ADS-B services outage affects traffic surveillance but doesn't prevent flight operations.
NOTAM_1_79151133,OKC_JFK,KOKC,KJFK,KZNY,INTL,QCBLS,"ZNY AIRSPACE ADS-B, AUTO DEPENDENT SURVEILLANCE REBROADCAST (ADS-R), TFC INFO SERVICE BCST (TIS-B), FLT INFO SERVICE BCST (FIS-B) SERVICES MAY NOT BE AVBL WI AN AREA DEFINED AS 61NM RADIUS OF 400515N0770050W. AP AIRSPACE AFFECTED MAY INCLUDE 8N8, 9D4, BWI, CXY, HGR, RDG, RVL, THV, N68, W35.",MEDIUM,45,ADS-B services outage in ZNY airspace may affect surveillance and traffic information.
NOTAM_1_79359372,OKC_JFK,KOKC,KJFK,KZNY,DOM,None,OBST WIND TURBINE FARM WI AN AREA DEFINED AS 3NM RADIUS OF 412654N0760553W (8.4NM SW 76N) 2758FT (492FT AGL) NOT LGTD,MEDIUM,45,Unlighted wind turbine obstacle near flight path requires awareness for safety.
NOTAM_1_79359378,OKC_JFK,KOKC,KJFK,KZNY,DOM,None,OBST WIND TURBINE FARM WI AN AREA DEFINED AS 3NM RADIUS OF 413005N0760315W (5NM NW 76N) 2072FT (492FT AGL) NOT LTGD,MEDIUM,45,"Wind turbine obstacle near flight path, unlit hazard requiring awareness."
NOTAM_1_79444904,OKC_JFK,KOKC,KJFK,None,DOM,None,OBST TOWER LGT (ASR 1026569) 402721.00N0782348.00W (7.2NM W 6G6) 1295.9FT (301.8FT AGL) U/S,INFO,5,"Obstacle light outage at remote location, no impact on KOKC-KJFK route"
NOTAM_1_79457884,OKC_JFK,KOKC,KJFK,None,FDC,None,"IAP FRANKLIN COUNTY RGNL, CHAMBERSBURG, PA. RNAV (GPS) RWY 6, AMDT 1... LNAV MDA 1240/HAT 552 ALL CATS, VISIBILITY 1 5/8 CAT C CIRCLING MDA 1240/HAA 552 CAT A/B. 2601132050-2801132050EST",INFO,5,IAP amendment at N68 not relevant to KOKC-KJFK route
NOTAM_1_79484400,OKC_JFK,KOKC,KJFK,None,DOM,None,RWY 24 PAPI U/S,INFO,5,"PAPI outage at unrelated airport N68, no impact on KOKC-KJFK flight."
NOTAM_1_79582931,OKC_JFK,KOKC,KJFK,KZNY,DOM,None,COM REMOTE TRANS/REC 134.6 NOW 123.825,MEDIUM,45,Communication frequency change in ZNY airspace affects flight operations coordination.
NOTAM_1_79625936,OKC_JFK,KOKC,KJFK,KZNY,FDC,QXXXX,"AIRSPACE ADS-B, AUTO DEPENDENT SURVEILLANCE REBROADCAST (ADS-R), TFC INFO SER BCST (TIS-B), FLT INFO SER BCST (FIS-B) SER MAY NOT BE AVBL WI AN AREA DEFINED AS 9NM RADIUS OF 395400N0765015W. AP AIRSPACE AFFECTED MAY INCLUDE THV. SFC-2000FT",MEDIUM,45,ADS-B services unavailable near flight path may affect surveillance and traffic information.
NOTAM_1_79625951,OKC_JFK,KOKC,KJFK,KZNY,INTL,QSEAU,"ZNY AIRSPACE ADS-B, AUTO DEPENDENT SURVEILLANCE REBROADCAST (ADS-R), TFC INFO SER BCST (TIS-B), FLT INFO SER BCST (FIS-B) SER MAY NOT BE AVBL WI AN AREA DEFINED AS 9NM RADIUS OF 395400N0765015W. AP AIRSPACE AFFECTED MAY INCLUDE THV.",MEDIUM,45,ADS-B services outage in ZNY airspace may affect surveillance and traffic information.
NOTAM_1_79814997,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"MD..ROUTE ZNY ZDC. J211 WESTMINSTER (EMI) VORTAC, MD R-300 TO BUSTR, PA NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. EMI VORTAC R-300 UNUSABLE. 2602021314-2609141314EST",MEDIUM,55,J211 route restriction affects RNAV navigation between departure and destination areas.
NOTAM_1_79815043,OKC_JFK,KOKC,KJFK,KZNY,INTL,QXXXX,"ZNY MD..ROUTE ZNY ZDC. J211 WESTMINSTER (EMI) VORTAC, MD R-300 TO BUSTR, PA NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. EMI VORTAC R-300 UNUSABLE.",MEDIUM,65,VOR radial unusable on J211 route affects navigation capability for non-RNAV aircraft.
NOTAM_1_79815049,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"MD..ROUTE ZNY ZDC. J211 WESTMINSTER (EMI) VORTAC, MD R-300 TO BUSTR, PA NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. EMI VORTAC R-300 UNUSABLE. 2602021316-2609141316EST",MEDIUM,65,Route restriction affects J211 navigation capability for non-GPS equipped aircraft.
NOTAM_1_79815066,OKC_JFK,KOKC,KJFK,KZNY,FDC,None,"MD..ROUTE ZNY. V166 WESTMINSTER (EMI) VORTAC, MD R-088 TO COP NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. EMI VORTAC R-088 UNUSABLE. 2602021317-2609141317EST",MEDIUM,65,VOR radial unusable on V166 affects navigation capability for non-RNAV aircraft.
